Title,Authors,Genres,Year,Pages,Publisher,Language,ISBN,ISBN13,URL
Under a Pole Star : Shortlisted for the 2017 Costa Novel Award,Stef Penney,Contemporary Fiction:Historical Crime:Historical Crime:Historical Romance:Historical Romance:Historical Fiction:Guidebooks,10 Aug 2017,608,Quercus Publishing,English,1786481197,1786481197,https://www.bookdepository.com/Under-Pole-Star-Stef-Penney/9781786481191?ref=grid-view,
A Christmas Promise : A Novel,Mary Balogh,Contemporary Fiction:Historical Romance:Historical Romance,17 Nov 2011,304,Random House USA Inc,English,0440246342,0440246342,https://www.bookdepository.com/Christmas-Promise-Mary-Balogh/9780440246343?ref=grid-view,
Scandal Wears Satin,Loretta Chase,Contemporary Fiction:Historical Romance:Historical Romance,26 Jun 2012,371,HarperCollins Publishers Inc,English,0062100319,0062100319,https://www.bookdepository.com/Scandal-Wears-Satin-Loretta-Chase/9780062100313?ref=grid-view,
Perfect Rake,Anne Gracie,Romance:Romance Books:Historical Romance:Historical Romance,25 Jul 2011,368,Penguin Putnam Inc,English,0425203956,0425203956,https://www.bookdepository.com/Perfect-Rake-Anne-Gracie/9780425203958?ref=grid-view,
The Masterful Mr Montague : Number 2 in series,Stephanie Laurens,Romance:Romance Books:Historical Romance:Historical Romance:Historical Fiction,29 Apr 2014,448,Little Brown Book Group,English,0749958766,0749958766,https://www.bookdepository.com/Masterful-Mr-Montague-Stephanie-Laurens/9780749958763?ref=grid-view,
Stormy Persuasion : A Malory Novel,Johanna Lindsey,Historical Romance:Historical Romance,17 Feb 2015,375,POCKET BOOKS,English,1476714290,1476714290,https://www.bookdepository.com/Stormy-Persuasion-Johanna-Lindsey/9781476714295?ref=grid-view,
Gentle Rogue,Johanna Lindsey,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance:Historical Romance:Historical Romance,29 Mar 2005,426,HarperCollins Publishers Inc,English,0380753022,0380753022,https://www.bookdepository.com/Gentle-Rogue-Johanna-Lindsey/9780380753024?ref=grid-view,
A Hellion in Her Bed,Sabrina Jeffries,Historical Romance:Historical Romance,11 Nov 2010,384,SIMON & SCHUSTER,English,1439167540,1439167540,https://www.bookdepository.com/Hellion-Her-Bed-Sabrina-Jeffries/9781439167540?ref=grid-view,
Midnight's Wild Passion,Anna Campbell,Historical Romance:Historical Romance,26 Apr 2011,386,HarperCollins Publishers Inc,English,0061684309,0061684309,https://www.bookdepository.com/Midnights-Wild-Passion-Anna-Campbell/9780061684302?ref=grid-view,
The Raven Prince,Elizabeth Hoyt,Romance:Romance Books:Historical Romance:Historical Romance,01 Apr 2012,380,Little Brown & Company,English,145551358X,145551358X,https://www.bookdepository.com/Raven-Prince-Elizabeth-Hoyt/9781455513581?ref=grid-view,
Somewhere I'll Find You,Lisa Kleypas,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance:Historical Romance:Historical Romance,11 Jul 2011,377,HarperCollins Publishers Inc,English,0380781433,0380781433,https://www.bookdepository.com/Somewhere-Ill-Find-You-Lisa-Kleypas/9780380781430?ref=grid-view,
To Distraction,Stephanie Laurens,Contemporary Fiction:Romance:Romance Books:Historical Romance:Historical Romance,18 Aug 2011,483,HarperCollins Publishers Inc,English,0060839104,0060839104,https://www.bookdepository.com/Distraction-Stephanie-Laurens/9780060839109?ref=grid-view,
Obsession : Steel Brothers: Two,Helen Hardt,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,19 Jul 2016,288,Waterhouse Press,English,1943893187,1943893187,https://www.bookdepository.com/Obsession-Helen-Hardt/9781943893188?ref=grid-view,
The Woman Who Stole My Life,Marian Keyes,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,21 May 2015,560,Penguin Books Ltd,English,0141043105,0141043105,https://www.bookdepository.com/Woman-Who-Stole-My-Life-Marian-Keyes/9780141043104?ref=grid-view,
Night Music,Jojo Moyes,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,26 Mar 2014,432,Hodder & Stoughton General Division,English,0340895969,0340895969,https://www.bookdepository.com/Night-Music-Jojo-Moyes/9780340895962?ref=grid-view,
Kings Rising : Book Three of the Captive Prince Trilogy,C. S. Pacat,Contemporary Fiction:Fantasy:Fantasy Books:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,04 Feb 2016,356,Penguin Putnam Inc,English,0425273997,0425273997,https://www.bookdepository.com/Kings-Rising-C-S-Pacat/9780425273999?ref=grid-view,
Fates and Furies,Lauren Groff,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,07 Jul 2016,400,Cornerstone,English,0099592533,0099592533,https://www.bookdepository.com/Fates-Furies-Lauren-Groff/9780099592532?ref=grid-view,
Prince's Gambit : Captive Prince Book Two,C S Pacat,Contemporary Fiction:Fantasy:Fantasy Books:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,28 Aug 2015,404,Penguin Putnam Inc,English,0425274276,0425274276,https://www.bookdepository.com/Princes-Gambit-C-S-Pacat/9780425274279?ref=grid-view,
Shattered : Steel Brothers: Seven,Helen Hardt,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,29 Aug 2017,288,Waterhouse Press,English,1943893233,1943893233,https://www.bookdepository.com/Shattered-Helen-Hardt/9781943893232?ref=grid-view,
Possession : Steel Brothers: Three,Helen Hardt,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,27 Sep 2016,274,Waterhouse Press,English,1943893195,1943893195,https://www.bookdepository.com/Possession-Helen-Hardt/9781943893195?ref=grid-view,
Can You Keep A Secret?,Sophie Kinsella,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,17 Mar 2003,368,Transworld Publishers Ltd,English,0552771104,0552771104,https://www.bookdepository.com/Can-You-Keep-Secret-Sophie-Kinsella/9780552771108?ref=grid-view,
The Versions of Us : The Number One bestseller,Laura Barnett,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance:Dating Relationships Living Together & Marriage,31 Dec 2015,432,Orion Publishing Co,English,1474600891,1474600891,https://www.bookdepository.com/Versions-Us-Laura-Barnett/9781474600897?ref=grid-view,
With This Man,Jodi Ellen Malpas,Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,22 Mar 2018,480,Orion Publishing Co,English,140917610X,140917610X,https://www.bookdepository.com/With-This-Man-Jodi-Ellen-Malpas/9781409176107?ref=grid-view,
Beautiful Sacrifice,Jamie Mcguire,Adult & Contemporary Romance:Adult & Contemporary Romance,31 May 2015,260,Createspace Independent Publishing Platform,English,1511847506,1511847506,https://www.bookdepository.com/Beautiful-Sacrifice-Jamie-Mcguire/9781511847506?ref=grid-view,
Retribution,Sherrilyn Kenyon,Horror:Horror:Fantasy:Fantasy Books:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,29 Mar 2012,369,St Martin's Press,English,0312546602,0312546602,https://www.bookdepository.com/Retribution-Sherrilyn-Kenyon/9780312546601?ref=grid-view,
The Endless Beach : The new novel from the Sunday Times bestselling author,Jenny Colgan,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,12 Feb 2018,448,Little Brown Book Group,English,0751564826,0751564826,https://www.bookdepository.com/Endless-Beach-Jenny-Colgan/9780751564822?ref=grid-view,
The Year That Changed Everything,Cathy Kelly,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,22 Feb 2018,400,Orion Publishing Co,English,140915372X,140915372X,https://www.bookdepository.com/Year-That-Changed-Everything-Cathy-Kelly/9781409153726?ref=grid-view,
The Sea of Tranquility : A Novel,Katja Millay,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,20 Jun 2013,448,Atria Books,English,1476730946,1476730946,https://www.bookdepository.com/Sea-Tranquility-Katja-Millay/9781476730943?ref=grid-view,
Sweet Tooth,Ian McEwan,Contemporary Fiction:Espionage:Espionage:Adult & Contemporary Romance:Adult & Contemporary Romance,28 May 2013,384,Vintage Publishing,English,0099582031,0099582031,https://www.bookdepository.com/Sweet-Tooth-Ian-McEwan/9780099582038?ref=grid-view,
The Sparsholt Affair,Alan Hollinghurst,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,26 Sep 2017,464,Pan MacMillan,English,1509844937,1509844937,https://www.bookdepository.com/Sparsholt-Affair-Alan-Hollinghurst/9781509844937?ref=grid-view,
Archangel's Shadows,Nalini Singh,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,28 Oct 2014,373,Berkley Books,English,0425251179,0425251179,https://www.bookdepository.com/Archangels-Shadows-Nalini-Singh/9780425251171?ref=grid-view,
Black Lace Quickies 1 : Erotic Short Stories,Black Lace,Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance:Short Story Books,15 Sep 2007,128,Ebury Publishing,English,0352341262,0352341262,https://www.bookdepository.com/Black-Lace-Quickies-1-Black-Lace/9780352341266?ref=grid-view,
White Hot : A Hidden Legacy Novel,Ilona Andrews,Horror:Horror:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Jun 2017,416,HarperCollins Publishers Inc,English,006228925X,006228925X,https://www.bookdepository.com/White-Hot-Ilona-Andrews/9780062289254?ref=grid-view,
The Guardian,Nicholas Sparks,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Mar 2004,494,Warner Books (NY),English,0446613436,0446613436,https://www.bookdepository.com/Guardian-Nicholas-Sparks/9780446613439?ref=grid-view,
Twenties Girl,Sophie Kinsella,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,21 Jan 2010,480,Transworld Publishers Ltd,English,0552774367,0552774367,https://www.bookdepository.com/Twenties-Girl-Sophie-Kinsella/9780552774369?ref=grid-view,
This Man,Jodi Ellen Malpas,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,10 Oct 2013,464,Orion Publishing Co,English,1409151484,1409151484,https://www.bookdepository.com/This-Man-Jodi-Ellen-Malpas/9781409151487?ref=grid-view,
Vision In White : Number 1 in series,Nora Roberts,Adult & Contemporary Romance:Adult & Contemporary Romance,22 Oct 2009,352,Little Brown Book Group,English,0749928867,0749928867,https://www.bookdepository.com/Vision-White-Nora-Roberts/9780749928865?ref=grid-view,
Dream a Little Dream,Giovanna Fletcher,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,14 Oct 2015,432,Penguin Books Ltd,English,1405919167,1405919167,https://www.bookdepository.com/Dream-Little-Dream-Giovanna-Fletcher/9781405919166?ref=grid-view,
The Red Notebook,Antoine Laurain:Jane Aitken:Emily Boyce,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,14 Apr 2015,240,Gallic Books,English,1908313862,1908313862,https://www.bookdepository.com/Red-Notebook-Antoine-Laurain/9781908313867?ref=grid-view,
Ugly Love,Colleen Hoover,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,05 Aug 2014,352,Simon & Schuster Ltd,English,1471136728,1471136728,https://www.bookdepository.com/Ugly-Love-Colleen-Hoover/9781471136726?ref=grid-view,
This Man Confessed,Jodi Ellen Malpas,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,05 Dec 2013,528,Orion Publishing Co,English,1409151522,1409151522,https://www.bookdepository.com/This-Man-Confessed-Jodi-Ellen-Malpas/9781409151524?ref=grid-view,
The Little Breton Bistro,Nina George,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,06 Apr 2017,304,Little Brown Book Group,English,034914222X,034914222X,https://www.bookdepository.com/Little-Breton-Bistro-Nina-George/9780349142227?ref=grid-view,
Reunion in Death,J. D. Robb,Crime:Crime Fiction:Thriller Books:Thrillers:Adventure Books:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,05 Mar 2002,371,Berkley Books,English,0425183971,0425183971,https://www.bookdepository.com/Reunion-Death-J-D-Robb/9780425183977?ref=grid-view,
The Macgregor Grooms,Nora Roberts,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Apr 2011,336,HarperCollins Publishers,English,026389035X,026389035X,https://www.bookdepository.com/Macgregor-Grooms-Nora-Roberts/9780263890358?ref=grid-view,
Flight Behaviour,Barbara Kingsolver,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,02 May 2013,608,FABER & FABER,English,0571290817,0571290817,https://www.bookdepository.com/Flight-Behaviour-Barbara-Kingsolver/9780571290819?ref=grid-view,
Fallen Too Far,Abbi Glines,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,04 Jul 2013,256,Simon & Schuster Ltd,English,1471118614,1471118614,https://www.bookdepository.com/Fallen-Too-Far-Abbi-Glines/9781471118616?ref=grid-view,
Summertime Dreams : A Little Bit Country / the Bachelor Prince,Debbie Macomber,Adult & Contemporary Romance:Adult & Contemporary Romance,14 Jul 2016,384,HarperCollins Publishers,English,1848454465,1848454465,https://www.bookdepository.com/Summertime-Dreams-Debbie-Macomber/9781848454460?ref=grid-view,
Citrus Vol. 7,Saburouta,Adult & Contemporary Romance:Adult & Contemporary Romance:Graphic Novels: Manga:Graphic Novels: Manga,07 Mar 2018,180,Seven Seas Entertainment LLC,English,1626926859,1626926859,https://www.bookdepository.com/Citrus-Vol-7-Saburouta/9781626926851?ref=grid-view,
Bonds of Justice,Nalini Singh,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,27 Dec 2010,358,Penguin Putnam Inc,English,0425235440,0425235440,https://www.bookdepository.com/Bonds-Justice-Nalini-Singh/9780425235447?ref=grid-view,
Fifty Shades of Grey : (Movie tie-in edition): Book one of the Fifty Shades Series,E. L. James,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,05 Feb 2015,560,Cornerstone,English,1784750255,1784750255,https://www.bookdepository.com/Fifty-Shades-Grey-E-L-James/9781784750251?ref=grid-view,
The Marriage Trap,Jennifer Probst,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,02 Oct 2012,288,SIMON & SCHUSTER,English,1476725314,1476725314,https://www.bookdepository.com/Marriage-Trap-Jennifer-Probst/9781476725314?ref=grid-view,
Happy Ever After,Nora Roberts,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,22 Jul 2011,355,Penguin Putnam Inc,English,0425236757,0425236757,https://www.bookdepository.com/Happy-Ever-After-Nora-Roberts/9780425236758?ref=grid-view,
Beautiful Beginning,Christina Lauren,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,21 Nov 2013,208,SIMON & SCHUSTER,English,1476755108,1476755108,https://www.bookdepository.com/Beautiful-Beginning-Christina-Lauren/9781476755106?ref=grid-view,
The Rules of Attraction,Bret Easton Ellis,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Apr 2011,336,Pan MacMillan,English,0330536346,0330536346,https://www.bookdepository.com/Rules-Attraction-Bret-Easton-Ellis/9780330536349?ref=grid-view,
Finding Cinderella,Colleen Hoover,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,13 Mar 2014,176,Simon & Schuster Ltd,English,1471137155,1471137155,https://www.bookdepository.com/Finding-Cinderella-Colleen-Hoover/9781471137150?ref=grid-view,
Meet Cute : Some People are Destined to Meet,Jennifer L. Armentrout,Adult & Contemporary Romance:Adult & Contemporary Romance:Short Story Books:Children's General Story Books:Romance Books for Teenagers,30 Mar 2018,320,Houghton Mifflin Harcourt Publishing Company,English,1328759873,1328759873,https://www.bookdepository.com/Meet-Cute-Jennifer-L-Armentrout/9781328759870?ref=grid-view,
The Rosie Project,Graeme Simsion,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,03 Jun 2014,295,SIMON & SCHUSTER,English,1476729093,1476729093,https://www.bookdepository.com/Rosie-Project-Graeme-Simsion/9781476729091?ref=grid-view,
Beneath This Man,Jodi Ellen Malpas,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,14 Nov 2013,528,Orion Publishing Co,English,1409151506,1409151506,https://www.bookdepository.com/Beneath-This-Man-Jodi-Ellen-Malpas/9781409151500?ref=grid-view,
Visions in Death,J D Robb,Crime:Crime Fiction:Thriller Books:Thrillers:Adult & Contemporary Romance:Adult & Contemporary Romance,22 Jul 2011,371,Penguin Putnam Inc,English,042520300X,042520300X,https://www.bookdepository.com/Visions-Death-J-D-Robb/9780425203002?ref=grid-view,
