Title,Authors,Genres,Year,Pages,Publisher,Language,ISBN,ISBN13,URL
La Dame aux Camélias,Alexandre Dumas fils;David Coward,Classics;Fiction;Romance;Cultural;France;European Literature;French Literature;Historical;Historical Fiction,March 30th 2000,256,Oxford University Press,English,0192836382,9780192836380,https://www.goodreads.com/book/show/7186.La_Dame_aux_Cam_lias,
Animal Farm,George Orwell,Classics;Science Fiction;Dystopia;Fantasy;Literature;Academic;School;Politics;Science Fiction;Academic;Read For School;Animals;Novels,May 6th 2003,122,NAL,English,0452284244,9780452284241,https://www.goodreads.com/book/show/7613.Animal_Farm,
Claimed,Rebecca Zanetti,Fantasy;Paranormal;Romance;Paranormal Romance;Paranormal;Vampires;Romance;Fantasy,October 25th 2011,321,Brava,English,0758259255,9780758259257,https://www.goodreads.com/book/show/10255156-claimed,
Thief,Tarryn Fisher,Romance;New Adult;Contemporary;Romance;Contemporary Romance,July 21st 2013,273,,,B00E2VJVGW,None,https://www.goodreads.com/book/show/16090981-thief,
Lead,Kylie Scott,Romance;New Adult;Contemporary;Romance;Contemporary Romance;Music,November 25th 2014,305,St. Martin's Griffin,English,1250052386,9781250052384,https://www.goodreads.com/book/show/19286623-lead,
Eyes of Silver; Eyes of Gold,Ellen O'Connell,Romance;Historical Romance;Westerns;Romance;Historical;Romance;Western Romance;Historical;Historical Fiction,April 8th 2010,418,,,B003GDJOFU,None,https://www.goodreads.com/book/show/8262550-eyes-of-silver-eyes-of-gold,
Raw,Belle Aurora,Dark;Romance;Erotica;Bdsm;Adult Fiction;Erotica;Contemporary;Sociology;Abuse,January 13th 2014,333,,,B00HNG4AB4,None,https://www.goodreads.com/book/show/20421367-raw,
Hot Ticket,Olivia Cunning,Romance;Adult Fiction;Erotica;Contemporary;Romance;Contemporary Romance;Music;Adult,February 5th 2013,365,Sourcebooks Casablanca,English,1402245858,9781402245855,https://www.goodreads.com/book/show/12710035-hot-ticket,
Dragonfly in Amber,Diana Gabaldon;Sven Christer Swahn;Gunilla Leining,Historical;Historical Fiction;Romance;Fantasy;Fiction;Science Fiction;Time Travel;Historical,August 7th 2001,743,Bantam,English,0385335970,9780385335973,https://www.goodreads.com/book/show/5364.Dragonfly_in_Amber,
Demon,Kristina Douglas;Anne Stuart,Paranormal;Angels;Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Paranormal;Demons;Fantasy;Fantasy;Urban Fantasy,May 31st 2011,389,Pocket,English,143919193X,9781439191934,https://www.goodreads.com/book/show/9411628-demon,
I Love You to Death,Natalie Ward,Romance;New Adult;Contemporary;Romance;Contemporary Romance;Young Adult,September 29th 2012,278,Createspace Independent Publishing Platform,English,1479333573,9781479333578,https://www.goodreads.com/book/show/16004045-i-love-you-to-death,
Rough Ride,Rebecca M. Avery,Romance;Romance;Contemporary Romance,December 28th 2012,244,,,B00AUJCJ9Q,None,https://www.goodreads.com/book/show/17190349-rough-ride,
Fifty Shades Darker,E.L. James,Romance;Fiction,September 16th 2011,532,The Writer's Coffee Shop Publishing House,English,1612130585,9781612130583,https://www.goodreads.com/book/show/11857408-fifty-shades-darker,
A Midnight Dance,Lila DiPasqua,Romance;Historical Romance;Romance;Historical;Adult Fiction;Erotica;Fantasy;Fairy Tales,August 2nd 2011,368,Berkley,English,042524198X,9780425241981,https://www.goodreads.com/book/show/9641046-a-midnight-dance,
Change of Heart,Mary Calmes,Romance;M M Romance;Fantasy;Paranormal;Paranormal;Shapeshifters;Romance;Fantasy,November 8th 2009,260,Dreamspinner Press,English,1615812342,9781615812349,https://www.goodreads.com/book/show/7129023-change-of-heart,
Voyager,Diana Gabaldon,Historical;Historical Fiction;Romance;Fantasy;Fiction;Science Fiction;Time Travel;Historical;Romance;Historical Romance;Adult;Cultural;Scotland;Adventure,August 7th 2001,870,Delta,English,0385335997,9780385335997,https://www.goodreads.com/book/show/10987.Voyager,
Damaged,H.M. Ward,Romance;New Adult;Contemporary;Romance;Contemporary Romance;Academic;College,April 7th 2013,341,Laree Bailey Press,English,061579615X,9780615796154,https://www.goodreads.com/book/show/17231976-damaged,
The Outlander Series,Diana Gabaldon,Historical;Historical Fiction;Romance;Fantasy;Historical;Science Fiction;Time Travel;Fiction,October 29th 2012,7852,Dell,English,0345541103,9780345541109,https://www.goodreads.com/book/show/16029144-the-outlander-series,
The Hunchback of Notre-Dame,Victor Hugo;Walter J. Cobb,Classics;Fiction;Historical;Historical Fiction;Cultural;France;European Literature;French Literature,April 10th 2001,510,Signet Classics,English,0451527887,9780451527882,https://www.goodreads.com/book/show/30597.The_Hunchback_of_Notre_Dame,
The Shadow and the Star,Laura Kinsale,Romance;Historical;Romance;Historical Romance;Historical;Historical Fiction;Historical;Victorian,March 1st 2005,464,Avon,English,0380761319,9780380761319,https://www.goodreads.com/book/show/802151.The_Shadow_and_the_Star,
Prince Charming,Julie Garwood,Romance;Romance;Historical Romance;Historical;Westerns,February 1st 1995,533,Pocket Books,English,0671870963,9780671870966,https://www.goodreads.com/book/show/107777.Prince_Charming,
Frigid,J. Lynn;Jennifer L. Armentrout,Romance;Contemporary;Romance;Contemporary Romance;Academic;College;Young Adult,July 15th 2013,252,Spencer Hill Contemporary,English,1939392748,9781939392749,https://www.goodreads.com/book/show/16122034-frigid,
Heart of Darkness,Gena Showalter;Maggie Shayne;Susan Krinard,Fantasy;Paranormal;Romance;Paranormal;Demons;Fantasy;Adult;Fantasy;Mythology;Romance;Paranormal Romance,December 22nd 2009,336,Harlequin Books,English,0373774311,9780373774319,https://www.goodreads.com/book/show/6739768-heart-of-darkness,
How to Marry a Marquis,Julia Quinn,Romance;Historical Romance;Romance;Historical;Historical;Regency;Historical;Historical Fiction;Historical Romance;Regency Romance,April 9th 1999,375,Avon,English,0380800810,9780380800810,https://www.goodreads.com/book/show/110397.How_to_Marry_a_Marquis,
Lady Isabella's Scandalous Marriage,Jennifer Ashley,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction,July 6th 2010,316,Berkley Sensation,English,0425235459,9780425235454,https://www.goodreads.com/book/show/7070067-lady-isabella-s-scandalous-marriage,
Give Me Tonight,Lisa Kleypas,Romance;Historical Romance;Romance;Historical;Science Fiction;Time Travel;Westerns,April 4th 1989,383,Onyx,English,0451401239,9780451401236,https://www.goodreads.com/book/show/693047.Give_Me_Tonight,
The Haunted,J.A. Templeton,Young Adult;Fantasy;Paranormal;Paranormal;Ghosts;Romance,January 8th 2012,214,Julia Templeton,,9780983736745,None,https://www.goodreads.com/book/show/13026464-the-haunted,
The Fairy Godmother,Mercedes Lackey,Fantasy;Romance;Fantasy;Fairy Tales;Fiction;Fantasy;Magic,November 1st 2004,479,Luna Books,English,0373802455,9780373802456,https://www.goodreads.com/book/show/13982.The_Fairy_Godmother,
Wild Card,Lora Leigh,Romance;Romance;Romantic Suspense;Adult Fiction;Erotica;War;Military;Romance;Contemporary Romance;Contemporary,August 26th 2008,418,St. Martin's Paperbacks,English,0312945795,9780312945794,https://www.goodreads.com/book/show/2721318-wild-card,
A Lover's Lament,K.L. Grayson;B.T. Urruela,War;Military;Romance;Romance;Contemporary Romance;Contemporary;Did Not Finish,October 6th 2015,362,K.L. Grayson; INC,,B014FVO6LS,None,https://www.goodreads.com/book/show/26166418-a-lover-s-lament,
Sinfully Sexy,Linda Francis Lee,Romance;Romance;Contemporary Romance;Womens Fiction;Chick Lit;Contemporary,September 28th 2004,343,Ivy Books,English,0345462726,9780345462725,https://www.goodreads.com/book/show/585583.Sinfully_Sexy,
Dark Side of the Moon,Sherrilyn Kenyon,Romance;Paranormal Romance;Fantasy;Paranormal;Fantasy;Paranormal;Vampires;Romance;Fantasy;Urban Fantasy,November 28th 2006,353,St. Martin's Press,English,0312934343,9780312934347,https://www.goodreads.com/book/show/84146.Dark_Side_of_the_Moon,
First Bitten,Samantha Towle,Fantasy;Paranormal;Paranormal;Vampires;Romance;Paranormal Romance;Romance;Shapeshifters;Werewolves,January 22nd 2012,272,Taylor Street Publishing,,B0070RVB1S,None,https://www.goodreads.com/book/show/13421819-first-bitten,
Black Dagger Brotherhood: Boxed Set #1-6,J.R. Ward,Paranormal;Vampires;Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Fantasy;Adult;Fantasy;Urban Fantasy;Contemporary;Fantasy;Supernatural;Adult Fiction;Erotica,September 29th 2009,None,Signet,English,0451947630,9780451947635,https://www.goodreads.com/book/show/6606305-black-dagger-brotherhood,
Sylvester,Georgette Heyer;Joan Wolf,Romance;Historical;Historical Fiction;Romance;Historical Romance;Historical;Regency;Historical;Fiction,April 23rd 2004,410,Harlequin Books,English,0373836082,9780373836086,https://www.goodreads.com/book/show/32105.Sylvester,
Ascend,Amanda Hocking,Fantasy;Young Adult;Fantasy;Paranormal;Romance,January 11th 2011,326,,,B004ISLS24,None,https://www.goodreads.com/book/show/10203031-ascend,
The History of Love,Nicole Krauss,Fiction;Historical;Historical Fiction;Romance;Novels,May 17th 2006,255,Norton,English,0393328627,9780393328622,https://www.goodreads.com/book/show/3867.The_History_of_Love,
His Purrfect Mate,Laurann Dohner,Fantasy;Paranormal;Romance;Paranormal Romance;Paranormal;Shapeshifters;Romance;Adult Fiction;Erotica,May 18th 2011,150,Ellora's Cave,,9781419934568,None,https://www.goodreads.com/book/show/11372681-his-purrfect-mate,
The Master's Violin,Myrtle Reed,Fiction;Classics,October 1st 2007,324,Kessinger Publishing Company,English,054863551X,9780548635513,https://www.goodreads.com/book/show/6999664-the-master-s-violin,
Once Upon a Pirate,Nancy Block,Science Fiction;Time Travel;Romance;Romance;Historical Romance;Historical;Romance;Time Travel Romance;Adventure;Pirates;Fantasy,December 1st 1995,324,HarperPrism,English,0061083666,9780061083662,https://www.goodreads.com/book/show/2098182.Once_Upon_a_Pirate,
The Hunters' Bloodline Series (Book 1),Maria Bunda,Romance,September 17th 2012,243,,None,9781300202,None,https://www.goodreads.com/book/show/16030895-the-hunters-bloodline-series,
The Alchemist,Paulo Coelho;Alan R. Clarke,Fiction;Classics;Fantasy;Philosophy;Novels,May 1st 1993,197,HarperCollins,English,0061122416,9780061122415,https://www.goodreads.com/book/show/865.The_Alchemist,
Born of the Night,Sherrilyn Kenyon,Romance;Romance;Paranormal Romance;Science Fiction;Fantasy;Paranormal;Fantasy,,560,iPublish.com,,0759550212,None,https://www.goodreads.com/book/show/476692.Born_of_the_Night,
Shattered,Nicole  Banks,Romance;New Adult;Sociology;Abuse,February 12th 2013,270,Professional Publications,None,,None,https://www.goodreads.com/book/show/17317590-shattered,
Feudlings,Wendy  Knight,Fantasy;Fantasy;Paranormal;Young Adult;Fantasy;Magic;Romance;Fantasy;Supernatural,March 18th 2013,283,Astraea Press,,English,None,https://www.goodreads.com/book/show/17661909-feudlings,
God; Save the Pirate,Ria Warrick,,July 1st 2013,172,Createspace,English,1490985158,9781490985152,https://www.goodreads.com/book/show/18229453-god-save-the-pirate,
Unspoken,Jesi Lee,Romance,August 6th 2013,267,Jesi Lee,,9781467584326,None,https://www.goodreads.com/book/show/18298565-unspoken,
Searching for Tomorrow,Kathryn McNeill Crane,Romance;New Adult;Contemporary;Romance;Contemporary Romance,October 13th 2013,337,CreateSpace,English,1493542672,9781493542673,https://www.goodreads.com/book/show/17449247-searching-for-tomorrow,
The Blink of Her Eye,Angelica Thaddeus,Suspense;Romance;Adult Fiction;Erotica,November 17th 2013,286,Angelica Thaddeus,None,,9780991088713,https://www.goodreads.com/book/show/19004928-the-blink-of-her-eye,
Essence,A.L. Waddington,Young Adult;Romance;Fantasy;Fantasy;Paranormal;Science Fiction;Time Travel;Historical;Historical Fiction;Contemporary,January 15th 2014,308,Booktrope Publishing,,,9781620152058,https://www.goodreads.com/book/show/19279000-essence,
Unsticky,Sarra Manning,Romance;Womens Fiction;Chick Lit;Contemporary;Romance;Contemporary Romance;Adult;Fiction,,562,Headline Publishing Group,English,0755347374,9780755347377,https://www.goodreads.com/book/show/5981262-unsticky,
Phantom Wolf,Kia Carrington-Russell,Fantasy;Young Adult;Romance;Fantasy;Paranormal;Romance;Paranormal Romance,June 19th 2014,191,Crystal Publishing,English,0992502829,9780992502829,https://www.goodreads.com/book/show/22404103-phantom-wolf,
The Savvy Woman's Secrets to Outwit a Cheating Man,Ellen Ames,Nonfiction,March 29th 2014,112,CreateSpace,None,,9781497486409,https://www.goodreads.com/book/show/21854550-the-savvy-woman-s-secrets-to-outwit-a-cheating-man,
The Particular Appeal of Gillian Pugsley,Susan Ornbratt,Historical;Historical Fiction;Romance;Historical;Womens Fiction,April 23rd 2015,338,Light Messages Publishing,,English,None,https://www.goodreads.com/book/show/23264337-the-particular-appeal-of-gillian-pugsley,
Sex; Lies and Litigation,Tyne O'Connell,Womens Fiction;Chick Lit;Roman;Humor,,None,,,English,None,https://www.goodreads.com/book/show/18514665-sex-lies-and-litigation,
Persistent,Allie Kincheloe,Romance,September 14th 2015,220,,,B071F1KJVR,None,https://www.goodreads.com/book/show/23276151-persistent,
Abuse,Nikki Sex;S.H. Beans,Dark;Romance;Sociology;Abuse;Adult Fiction;Erotica;War;Military;Contemporary;Erotica;Bdsm;Suspense;Romance;Contemporary Romance;Adult,January 13th 2015,310,Ashton Publishing Group,,English,None,https://www.goodreads.com/book/show/24381738-abuse,
Find Me I'm Yours,Hillary Carlip,New Adult;Romance;Contemporary;Business;Amazon,November 3rd 2014,None,Rosetta Books,,English,None,https://www.goodreads.com/book/show/23349108-find-me-i-m-yours,
The Other Woman,Eve Rabi,Romance;Thriller,January 12th 2015,476,,None,English,None,https://www.goodreads.com/book/show/24490383-the-other-woman,
September Sky,John A. Heldt,Science Fiction;Time Travel;Historical;Historical Fiction;Romance;Science Fiction;Historical;Fiction,January 1st 2015,412,John A. Heldt,,B00RNQI5ZQ,None,https://www.goodreads.com/book/show/24244216-september-sky,
Camo & Roses (The Dog Tags & Badges Series Book 1),Amanda Springer,Contemporary,February 20th 2015,180,Createspace Independent Publishing Platform,None,,9781505624434,https://www.goodreads.com/book/show/25078386-camo-roses,
Finding Stone,T. Saint John,Romance;Romance;Contemporary Romance;Contemporary,March 2nd 2015,None,Trina San Juan,,English,None,https://www.goodreads.com/book/show/25053169-finding-stone,
Red,Belinda Missen,Romance;Young Adult;Contemporary,March 18th 2015,345,Createspace,None,,9781507524015,https://www.goodreads.com/book/show/24931878-red,
Tyed,L.J. Shen,Romance;New Adult;Sports and Games;Sports;Academic;College;Warfare;Fighters,July 1st 2015,222,Amazon Digital Services,None,English,None,https://www.goodreads.com/book/show/25697968-tyed,
Cara's Twelve,Chantel Seabrook,Fantasy;Romance;Did Not Finish,June 14th 2015,335,Creativia,English,1514725495,9781514725498,https://www.goodreads.com/book/show/25737458-cara-s-twelve,
Moondance,Desiree  King,Did Not Finish,May 17th 2015,None,,None,English,None,https://www.goodreads.com/book/show/25557058-moondance,
Complicate Me,M.  Robinson,Romance;New Adult;Romance;Contemporary Romance,September 12th 2015,397,Amazon Digital Services; Inc.,,English,None,https://www.goodreads.com/book/show/25701594-complicate-me,
Spin the Love,Lisa Terry,Business;Amazon;Young Adult;Thriller;Mystery Thriller,September 30th 2015,192,Createspace,None,,9781517612535,https://www.goodreads.com/book/show/26848202-spin-the-love,
When Fall Fades,Amy Leigh Simpson,Romance;Mystery;Romance;Romantic Suspense;Fiction,October 30th 2015,404,WildBlue Press,,,None,https://www.goodreads.com/book/show/27188975-when-fall-fades,
Nautical Miles,N.L. LaFoille,Historical;Romance;Historical Romance,December 6th 2012,217,,None,English,None,https://www.goodreads.com/book/show/17279735-nautical-miles,
Inhibitions,KA Berg,Romance;Sports and Games;Sports;Adult Fiction;Erotica,February 20th 2015,303,KimberlyBraccoBooks,,English,None,https://www.goodreads.com/book/show/24486965-inhibitions,
The Scion Princess,Tovaley B. Kysel,Romance;Romance;Paranormal Romance;Fantasy,September 30th 2016,460,Mellor Publishing House,,,9780997158724,https://www.goodreads.com/book/show/32328770-the-scion-princess,
Jane,Penelope C. Bell,,October 7th 2016,264,IMPRINTLI LLC,,English,None,https://www.goodreads.com/book/show/32507205-jane,
Mistakes of My Past: Escape is just the beginning,Emily     James,Romance;Romance;Contemporary Romance;Suspense;Business;Amazon;Did Not Finish,December 8th 2016,244,,None,English,None,https://www.goodreads.com/book/show/33301765-mistakes-of-my-past,
How to Walk Like a Man,Eli Easton,Romance;M M Romance;Fantasy;Paranormal;Paranormal;Shapeshifters;Romance,November 13th 2015,241,Pinkerton Road,,English,None,https://www.goodreads.com/book/show/26165684-how-to-walk-like-a-man,
