id,Title,Authors,Genres,Publishing Date,Pages,Publisher,Language,,,,,,,,,,
1767,Northanger Abbey,Jane Austen,Contemporary Fiction:Classic Books & Novels:Historical Romance:Historical Romance,03 Oct 2000,192,Dover Publications Inc.,English,,,,,,,,,,
1768,Tempting The Bride,Sherry Thomas,Adult & Contemporary Romance:Adult & Contemporary Romance:Historical Romance:Historical Romance:Historical Fiction,03 Jan 2013,296,Penguin Putnam Inc,English,,,,,,,,,,
1769,Second Sight,Amanda Quick,Thriller Books:Thrillers:Romance:Romance Books:Historical Romance:Historical Romance:Historical Fiction,01 Apr 2007,338,Penguin Putnam Inc,English,,,,,,,,,,
1770,Simon The Coldheart,Georgette Heyer,Historical Romance:Historical Romance:Historical Fiction,23 Jan 2006,320,Cornerstone,English,,,,,,,,,,
1771,To Romance a Charming Rogue : A Novel,Nicole Jordan,Historical Romance:Historical Romance,24 Feb 2009,416,Random House USA Inc,English,,,,,,,,,,
1772,Hallam Square : Book Four in the brilliantly entertaining and heartwarming Gibson Family Saga,Anna Jacobs,Contemporary Fiction:Historical Romance:Historical Romance:Sagas,07 Nov 1996,496,Hodder & Stoughton General Division,English,,,,,,,,,,
1773,The Scandalous Dissolute No-Good Mr. Wright,Tessa Dare,Romance:Romance Books:Historical Romance:Historical Romance,06 Feb 2013,134,AVON BOOKS,English,,,,,,,,,,
1774,The Secret Duke,Jo Beverley,Romance:Romance Books:Historical Romance:Historical Romance,25 Jul 2011,426,Penguin Putnam Inc,English,,,,,,,,,,
1775,One Touch of Scandal,Liz Carlyle,Romance:Romance Books:Historical Romance:Historical Romance,08 Jul 2011,384,HarperCollins Publishers Inc,English,,,,,,,,,,
1776,Austenland,Shannon Hale,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance:Historical Romance:Historical Romance,27 May 2008,196,Bloomsbury Publishing PLC,English,,,,,,,,,,
1777,The Saint,Monica McCarty,Romance:Romance Books:Historical Romance:Historical Romance:Historical Fiction,05 Apr 2012,352,Random House USA Inc,English,,,,,,,,,,
1778,Magic of You,Johanna Lindsey,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance:Historical Romance:Historical Romance,02 Sep 2011,407,HarperCollins Publishers Inc,English,,,,,,,,,,
1779,The Night Circus,Erin Morgenstern,Contemporary Fiction:Historical Romance:Historical Romance:Historical Fiction,03 Jul 2012,528,Turtleback Books,English,,,,,,,,,,
1780,The Forbidden Lord,Sabrina Jeffries,Romance:Romance Books:Historical Romance:Historical Romance,29 Aug 2011,384,HarperCollins Publishers Inc,English,,,,,,,,,,
1781,The Lost Duke of Wyndham,Julia Quinn,Historical Romance:Historical Romance,08 Jul 2011,384,HarperCollins Publishers Inc,English,,,,,,,,,,
1782,Minx : Number 3 in series,Julia Quinn,Historical Romance:Historical Romance,03 Jul 2008,400,Little Brown Book Group,English,,,,,,,,,,
1783,Nowhere Near Respectable,Mary Jo Putney,Romance:Romance Books:Historical Romance:Historical Romance:Historical Fiction,01 May 2011,352,Kensington Publishing,English,,,,,,,,,,
1784,The Secret Mistress,Mary Balogh,Romance:Romance Books:Historical Romance:Historical Romance,31 Jul 2012,417,Random House USA Inc,English,,,,,,,,,,
1785,Antony and Cleopatra,Colleen McCullough,Historical Romance:Historical Romance:Sagas:Historical Fiction,02 Dec 2008,567,SIMON & SCHUSTER,English,,,,,,,,,,
1786,Kiss Of Pride : A Deadly Angels Book,Sandra Hill,Romance:Romance Books:Historical Romance:Historical Romance,19 May 2014,370,HarperCollins Publishers Inc,English,,,,,,,,,,
1787,Surrender to the Devil,Lorraine Heath,Romance:Romance Books:Historical Romance:Historical Romance,08 Jul 2011,384,HarperCollins Publishers Inc,English,,,,,,,,,,
1788,Jane Austen Journal,Potter Style,Biography: Literary:Contemporary Fiction:Classic Books & Novels:Historical Romance:Historical Romance:Miscellaneous Items,27 Feb 2007,160,Random House USA Inc,English,,,,,,,,,,
1789,The Secret Diaries of Miss Miranda Cheever,Julia Quinn,Romance:Romance Books:Historical Romance:Historical Romance,08 Jul 2011,384,HarperCollins Publishers Inc,English,,,,,,,,,,
1790,A Scandalous Countess : A Novel of the Malloren World,Jo Beverley,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance:Historical Romance:Historical Romance,02 Jul 2012,432,Penguin Putnam Inc,English,,,,,,,,,,
1791,A Stranger In Honeyfield,Anna Jacobs,Contemporary Fiction:Thriller Books:Thrillers:Military Fiction:Romance:Romance Books:Historical Romance:Historical Romance:Sagas:Historical Fiction,11 Sep 2017,318,ALLISON & BUSBY,English,,,,,,,,,,
1792,Say Yes to the Marquess : Castles Ever After,Tessa Dare,Historical Romance:Historical Romance,30 Dec 2014,384,HarperCollins Publishers Inc,English,,,,,,,,,,
1793,Don't Tempt Me,Sylvia Day,Romance:Romance Books:Historical Romance:Historical Romance:Sagas:Historical Fiction,29 Jan 2013,304,Kensington Publishing,English,,,,,,,,,,
1794,Fool for Love,Eloisa James,Historical Romance:Historical Romance,08 Jul 2011,384,AVON BOOKS,English,,,,,,,,,,
1795,The Dangerous Lord,Sabrina Jeffries,Historical Romance:Historical Romance,29 Aug 2011,384,HarperCollins Publishers Inc,English,,,,,,,,,,
1796,Much Ado about You,Eloisa James,Historical Romance:Historical Romance,29 Aug 2011,391,HarperCollins Publishers Inc,English,,,,,,,,,,
1797,Lady Whistledown Strikes Back,Julia Quinn:Karen Hawkins,Romance:Romance Books:Historical Romance:Historical Romance,29 Aug 2011,387,HarperCollins Publishers Inc,English,,,,,,,,,,
1798,Patience,Lisa Valdez,Contemporary Fiction:Historical Romance:Historical Romance:Historical Fiction,22 Jul 2011,368,Penguin Putnam Inc,English,,,,,,,,,,
1799,Caden's Vow,Sarah McCarty,Historical Romance:Historical Romance,20 Nov 2012,379,HarperCollins Publishers,English,,,,,,,,,,
1800,Simply Love,Mary Balogh,Contemporary Fiction:Historical Romance:Historical Romance,27 Feb 2007,418,Random House USA Inc,English,,,,,,,,,,
1801,Into the Dreaming (with Bonus Material),Karen Marie Moning,Contemporary Fiction:Science Fiction:Science Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance:Historical Romance:Historical Romance,24 Apr 2012,272,Random House USA Inc,English,,,,,,,,,,
1802,A Secret Love : Number 5 in series,Stephanie Laurens,Historical Romance:Historical Romance,01 Apr 2007,432,Little Brown Book Group,English,,,,,,,,,,
1803,A Pirate's Love,Johanna Lindsey,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance:Historical Romance:Historical Romance:Teaching Resources & Education:Teaching Resources & Education,25 Nov 2008,384,HarperCollins Publishers Inc,English,,,,,,,,,,
1804,The Surrender Of Miss Fairbourne,Madeline Hunter,Historical Romance:Historical Romance:Historical Fiction,03 Jun 2012,344,Penguin Putnam Inc,English,,,,,,,,,,
1805,Brighter Than the Sun,Julia Quinn,Romance:Romance Books:Historical Romance:Historical Romance,08 Jul 2011,376,HarperCollins Publishers Inc,English,,,,,,,,,,
1806,The Recruit,Monica McCarty,Contemporary Fiction:Romance:Romance Books:Historical Romance:Historical Romance:Historical Fiction,14 Nov 2012,448,Random House USA Inc,English,,,,,,,,,,
1807,Hero Come Back,Stephanie Laurens:Christina Dodd:Elizabeth Boyle,Anthologies (non-poetry):Romance:Romance Books:Historical Romance:Historical Romance,15 Jul 2005,384,HarperCollins Publishers Inc,English,,,,,,,,,,
1808,The Secret Mistress : Mistress Couplet: Prequel,Mary Balogh,Historical Romance:Historical Romance:Historical Fiction,04 Aug 2011,368,Little Brown Book Group,English,,,,,,,,,,
1809,The Accidental Duchess,Madeline Hunter,Romance:Romance Books:Historical Romance:Historical Romance:Historical Fiction,03 Jun 2014,389,Penguin Putnam Inc,English,,,,,,,,,,
1810,Your Wicked Ways,Eloisa James,Historical Romance:Historical Romance,08 Jul 2011,384,HarperCollins Publishers Inc,English,,,,,,,,,,
1811,A Breath of Snow and Ashes,Diana Gabaldon,Science Fiction:Science Fiction:Fantasy:Fantasy Books:Romance:Romance Books:Historical Romance:Historical Romance:Historical Fiction:English Language: Reading & Writing Skills,27 Sep 2005,979,Delacorte Press,English,,,,,,,,,,
1812,Late For The Wedding,Amanda Quick,Romance:Romance Books:Historical Romance:Historical Romance,23 Nov 2004,382,Bantam Doubleday Dell Publishing Group Inc,English,,,,,,,,,,
1813,My Scandalous Viscount,Gaelen Foley,Contemporary Fiction:Historical Romance:Historical Romance,25 Sep 2012,367,HarperCollins Publishers Inc,English,,,,,,,,,,
1814,No Longer a Gentleman,Mary Jo Putney,Historical Romance:Historical Romance,01 May 2012,352,Kensington Publishing,English,,,,,,,,,,
1815,A Breath of Snow and Ashes,Diana Gabaldon,Science Fiction:Science Fiction:Fantasy:Fantasy Books:Romance:Romance Books:Historical Romance:Historical Romance:Historical Fiction,29 Aug 2006,979,Bantam Doubleday Dell Publishing Group Inc,English,,,,,,,,,,
1816,Claimed by the Highlander,Julianne MacLean,Contemporary Fiction:Historical Romance:Historical Romance,29 Mar 2011,336,St Martin's Press,English,,,,,,,,,,
1817,How to Capture a Countess,Karen Hawkins,Romance:Romance Books:Historical Romance:Historical Romance,11 Oct 2012,384,SIMON & SCHUSTER,English,,,,,,,,,,
1818,One Dance with a Duke,Tessa Dare,Romance:Romance Books:Historical Romance:Historical Romance,25 May 2010,392,Random House USA Inc,English,,,,,,,,,,
1819,Born in Sin,Kinley MacGregor,Historical Romance:Historical Romance,29 Aug 2011,372,HarperCollins Publishers Inc,English,,,,,,,,,,
1820,Once a Princess,Johanna Lindsey,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance:Historical Romance:Historical Romance,17 Aug 2011,428,HarperCollins Publishers Inc,English,,,,,,,,,,
1821,The Raider,Monica McCarty,Romance:Romance Books:Historical Romance:Historical Romance,17 Mar 2014,384,Random House USA Inc,English,,,,,,,,,,
1822,A Lady's Guide to Improper Behavior,Suzanne Enoch,Romance:Romance Books:Historical Romance:Historical Romance,11 Jul 2011,384,HarperCollins Publishers Inc,English,,,,,,,,,,
1823,I Love the Earl,Caroline Linden,Historical Romance:Historical Romance,06 Sep 2011,138,HarperCollins Publishers Inc,English,,,,,,,,,,
1824,Pride And Prejudice And Zombies Deluxe,Jane Austen:Seth Grahame-Smith,Contemporary Fiction:Horror:Horror:Historical Romance:Historical Romance:Parodies & Spoofs,01 Dec 2009,328,Quirk Books,English,,,,,,,,,,
1825,Twilight with the Infamous Earl,Alexandra Hawkins,Adult & Contemporary Romance:Adult & Contemporary Romance:Historical Romance:Historical Romance:Historical Fiction,26 Nov 2013,291,St. Martin's Press,English,,,,,,,,,,
1826,The Nightingale Nurses : (Nightingales 3),Donna Douglas,Historical Romance:Historical Romance:Sagas,26 Nov 2013,448,Cornerstone,English,,,,,,,,,,
1827,The King's Sister,Anne O'Brien,Historical Romance:Historical Romance:Historical Fiction,26 Feb 2015,560,HarperCollins Publishers,English,,,,,,,,,,
1828,Only With Your Love,Lisa Kleypas,Romance:Romance Books:Historical Romance:Historical Romance,11 Jul 2011,416,HarperCollins Publishers Inc,English,,,,,,,,,,
1829,In Borrowed Light,Barbara Keating:Stephanie Keating,Contemporary Fiction:Historical Romance:Historical Romance:Sagas:Historical Fiction,01 Oct 2011,608,Vintage Publishing,English,,,,,,,,,,
1830,A Summer Seduction,Candace Camp,Historical Romance:Historical Romance,19 Jun 2012,356,SIMON & SCHUSTER,English,,,,,,,,,,
1831,The Luckiest Lady in London,Sherry Thomas,Historical Romance:Historical Romance:Historical Fiction,05 Nov 2013,294,Berkley Books,English,,,,,,,,,,
1832,The Husband List,Janet Evanovich,Romance:Romance Books:Historical Romance:Historical Romance,02 Sep 2013,330,St. Martin's Press,English,,,,,,,,,,
1833,The Taming of Ryder Cavanaugh : Number 5 in series,Stephanie Laurens,Romance:Romance Books:Historical Romance:Historical Romance:Historical Fiction,25 Jun 2013,448,Little Brown Book Group,English,,,,,,,,,,
1834,Splendid : Number 1 in series,Julia Quinn,Historical Romance:Historical Romance,09 Feb 2009,416,Little Brown Book Group,English,,,,,,,,,,
1835,The Present,Johanna Lindsey,Historical Romance:Historical Romance,30 Oct 2001,337,HarperCollins Publishers Inc,English,,,,,,,,,,
1836,Along Came a Duke : Rhymes With Love,Elizabeth Boyle,Romance:Romance Books:Historical Romance:Historical Romance,01 Jun 2012,384,HarperCollins Publishers Inc,English,,,,,,,,,,
1837,The Ideal Bride : Number 12 in series,Stephanie Laurens,Historical Romance:Historical Romance,01 Feb 2008,432,Little Brown Book Group,English,,,,,,,,,,
1838,A Piece of the World,Christina Baker Kline,Historical Romance:Historical Romance:Historical Fiction,21 Feb 2017,328,HarperCollins Publishers,English,,,,,,,,,,
1839,The Edge Of Desire : Number 7 in series,Stephanie Laurens,Historical Romance:Historical Romance,05 Aug 2010,480,Little Brown Book Group,English,,,,,,,,,,
1840,Blackmoore,Julianne Donaldson,Historical Romance:Historical Romance:Historical Fiction,10 Sep 2013,304,Shadow Mountain,English,,,,,,,,,,
1841,The Independence of Miss Mary Bennet,Colleen McCullough,Contemporary Fiction:Historical Romance:Historical Romance:Historical Fiction,24 Nov 2009,449,SIMON & SCHUSTER,English,,,,,,,,,,
1842,My Notorious Gentleman,Gaelen Foley,Contemporary Fiction:Romance:Romance Books:Historical Romance:Historical Romance,30 Jul 2013,370,AVON BOOKS,English,,,,,,,,,,
1843,She Tempts the Duke,Lorraine Heath,Historical Romance:Historical Romance,05 Feb 2012,384,HarperCollins Publishers Inc,English,,,,,,,,,,
1844,Secret Fire,Johanna Lindsey,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance:Historical Romance:Historical Romance,12 Aug 2011,389,HarperCollins Publishers Inc,English,,,,,,,,,,
1845,The Glass Palace,Amitav Ghosh,Contemporary Fiction:Historical Romance:Historical Romance:Historical Fiction,12 Feb 2002,486,Random House Trade,English,,,,,,,,,,
1846,Soldier,Grace Burrowes,Contemporary Fiction:Historical Romance:Historical Romance,01 Oct 2011,410,Sourcebooks Inc,English,,,,,,,,,,
1847,Because of Miss Bridgerton,Julia Quinn,Historical Romance:Historical Romance:Historical Fiction,01 Apr 2016,384,Little Brown Book Group,English,,,,,,,,,,
1848,Mad About the Duke,Elizabeth Boyle,Romance:Romance Books:Historical Romance:Historical Romance,11 Jul 2011,384,HarperCollins Publishers Inc,English,,,,,,,,,,
1849,Lady Sophie's Christmas Wish,Grace Burrowes,Contemporary Fiction:Historical Romance:Historical Romance,14 Jun 2013,404,Sourcebooks Inc,English,,,,,,,,,,
1850,To Tame a Dangerous Lord,Nicole Jordan,Historical Romance:Historical Romance,26 Jan 2010,464,Random House USA Inc,English,,,,,,,,,,
1851,Deborah Goes to Dover,M. C. Beaton,Romance:Romance Books:Historical Romance:Historical Romance,13 Apr 2011,192,Little Brown Book Group,English,,,,,,,,,,
1852,Seven Years to Sin,Sylvia Day,Adult & Contemporary Romance:Adult & Contemporary Romance:Historical Romance:Historical Romance:Sagas:Historical Fiction,28 Aug 2012,341,Kensington Publishing,English,,,,,,,,,,
1853,The New Mrs Clifton,Elizabeth Buchan,Contemporary Fiction:World War 2 Fiction:Historical Romance:Historical Romance:Historical Fiction,01 Jun 2017,416,Penguin Books Ltd,English,,,,,,,,,,
1854,The Girl from Junchow,Kate Furnivall,Contemporary Fiction:Political & Legal:Political & Legal:Historical Romance:Historical Romance:Historical Fiction,02 Jun 2009,500,Penguin Putnam Inc,English,,,,,,,,,,
1855,Miss Wonderful,Loretta Chase,Historical Romance:Historical Romance:Historical Fiction,02 Mar 2004,352,Berkley Books,English,,,,,,,,,,
1856,A Lady of Persuasion,Tessa Dare,Contemporary Fiction:Historical Romance:Historical Romance,29 Sep 2009,344,Random House USA Inc,English,,,,,,,,,,
1857,Beatrice Goes to Brighton,M. C. Beaton,Historical Romance:Historical Romance,13 Apr 2011,192,Little Brown Book Group,English,,,,,,,,,,
1858,Framley Parsonage,Anthony Trollope:David Skilton:Peter Miles,Contemporary Fiction:Classic Books & Novels:Historical Romance:Historical Romance,08 Jan 1985,592,Penguin Books Ltd,English,,,,,,,,,,
1859,Seven Minutes in Heaven,Eloisa James,Historical Romance:Historical Romance,31 Jan 2017,432,Little Brown Book Group,English,,,,,,,,,,
1860,Where's My Hero?,Lisa Kleypas:Kinley MacGregor:Julia Quinn,Contemporary Fiction:Romance:Romance Books:Historical Romance:Historical Romance,08 Jul 2011,374,HarperCollins Publishers Inc,English,,,,,,,,,,
1861,Temptation And Surrender : Number 17 in series,Stephanie Laurens,Historical Romance:Historical Romance,14 Jan 2010,512,Little Brown Book Group,English,,,,,,,,,,
1862,The Woman in the Wood,Lesley Pearse,Contemporary Fiction:Historical Romance:Historical Romance:Sagas:Historical Fiction,29 Jun 2017,400,Penguin Books Ltd,English,,,,,,,,,,
1863,The White Princess,Philippa Gregory,Contemporary Fiction:Thriller Books:Thrillers:Historical Romance:Historical Romance:Historical Fiction,28 Mar 2017,624,POCKET BOOKS,English,,,,,,,,,,
1864,Lady Maggie's Secret Scandal,Grace Burrowes,Contemporary Fiction:Romance:Romance Books:Historical Romance:Historical Romance,01 May 2012,376,Sourcebooks Inc,English,,,,,,,,,,
1865,Ravishing In Red,Madeline Hunter,Romance:Romance Books:Historical Romance:Historical Romance:Historical Fiction,22 Jul 2011,357,Penguin Putnam Inc,English,,,,,,,,,,
1866,The Hunter,Monica McCarty,Romance:Romance Books:Historical Romance:Historical Romance:Historical Fiction,01 Oct 2013,416,Random House USA Inc,English,,,,,,,,,,
