Title,Authors,Genres,Publishing Date,Pages,Publisher,Language
Opposition,Jennifer L. Armentrout,Fantasy;Paranormal;Romance;Fantasy;Young Adult;Science Fiction;Aliens;Science Fiction,August 5th 2014,533,Entangled Teen,English
Dream of You,Kate Perry,Romance;Romance;Contemporary Romance;Contemporary,October 17th 2012,295,Phoenix Rising Enterprises; Inc,
Ever,Gail Carson Levine,Fantasy;Young Adult;Romance;Fantasy;Fairy Tales;Fiction;Fantasy;Mythology,May 6th 2008,244,HarperCollins,English
Infini,Krista Ritchie;Becca Ritchie,New Adult;Romance;Contemporary;Romance;Contemporary Romance,January 31st 2017,465,K.B. Ritchie,
Mate Set,Laurann Dohner,Fantasy;Paranormal;Romance;Paranormal Romance;Paranormal;Shapeshifters;Romance;Adult Fiction;Erotica;Shapeshifters;Werewolves,September 3rd 2010,179,Ellora's Cave Publishing,
Penmarric,Susan Howatch,Historical;Historical Fiction;Fiction;Historical;Romance,June 21st 1985,718,Pan Books,English
Anywhere with You,Kaylee Ryan,New Adult;Romance;Academic;College;Sports and Games;Sports;Contemporary;Contemporary Romance;Sports Romance,August 27th 2013,217,Self Published,
Better When He's Bold,Jay Crownover,Romance;New Adult;Contemporary;Romance;Contemporary Romance,February 3rd 2015,400,William Morrow & Company,
Saving Grace,Elizabeth   Marshall,Fantasy;Paranormal;Romance;Science Fiction;Time Travel;Paranormal;Ghosts;Fantasy,,None,Createspace,English
You Don't Know Jack,Erin McCarthy,Romance;Romance;Contemporary Romance;Contemporary;Womens Fiction;Chick Lit;Adult,October 1st 2006,255,Brava,English
The Blood of Roses,Marsha Canham,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Cultural;Scotland,May 11th 1998,564,Dell Publishing Company,English
My Brother Michael,Mary  Stewart,Mystery;Romance;Fiction;Romance;Romantic Suspense;Suspense;Gothic,December 4th 2001,400,HarperTorch,English
American Savages,J.J. McAvoy,Romance;Dark;Adult;Contemporary,March 19th 2015,388,NYLA,
Edge of Passion,Tina Folsom,Fantasy;Paranormal;Romance;Paranormal Romance;Romance;Fantasy,March 7th 2012,None,,
Linus & The Angel,R.E. Butler,Romance;Paranormal Romance;Fantasy;Paranormal;Shapeshifters;Werewolves;Romance;Paranormal;Shapeshifters,March 14th 2012,163,,
Looking for You,Kate Perry,Romance;Romance;Contemporary Romance;Contemporary;Womens Fiction;Chick Lit,August 23rd 2012,337,Phoenix Rising Enterprises; Inc.,
Fairest,Gail Carson Levine,Fantasy;Young Adult;Fantasy;Fairy Tales;Romance;Fiction,September 19th 2006,326,HarperCollins,English
Awaken,Meg Cabot,Young Adult;Fantasy;Romance;Fantasy;Paranormal;Fantasy;Mythology,July 2nd 2013,343,Point,English
First Debt,Pepper Winters,Romance;Dark;Adult Fiction;Erotica;Erotica;Bdsm,November 12th 2014,316,CreateSpace,English
Night Road,Kristin Hannah,Fiction;Womens Fiction;Chick Lit;Romance;Contemporary,March 22nd 2011,385,St. Martin's Press,English
Loving Mr. Daniels,Brittainy C. Cherry,Romance;New Adult;Contemporary,May 11th 2014,310,,
Wizard's First Rule,Terry Goodkind,Fantasy;Fiction;Fantasy;Epic Fantasy,April 14th 2003,836,Tor Books,
The Day of the Butterfly,Norah Lofts,Historical;Historical Fiction;Fiction;Romance;Historical;Romance;Historical Romance,March 12th 1981,320,Fawcett,English
Close to You,Kate Perry,Romance;Romance;Contemporary Romance;Contemporary;Womens Fiction;Chick Lit,February 22nd 2012,260,Kate Perry,
Rowdy,Jay Crownover,Romance;New Adult;Contemporary;Romance;Contemporary Romance,October 21st 2014,332,William Morrow Paperbacks,
Bride of the Lion,Elizabeth  Stuart,Romance;Historical Romance;Historical;Medieval;Historical;Romance;Historical Romance;Medieval Romance,August 1st 1995,376,St Martins Mass Market Paper,English
Until the Sun Falls from the Sky,Kristen Ashley,Paranormal;Vampires;Romance;Romance;Paranormal Romance;Fantasy;Paranormal;Fantasy,February 22nd 2012,513,Kristen Ashley,
About Last Night,Ruthie Knox,Romance;Romance;Contemporary Romance;Contemporary;Adult;Adult Fiction;Erotica,June 11th 2012,216,Random House Publishing Group,English
10 Days in Paradise,Dawn Halliday,Romance;Contemporary Romance;Romance;Erotic Romance;Adult Fiction;Erotica;Romance;Contemporary,April 22nd 2008,242,Samhain Publishing,English
A Comfortable Wife,Stephanie Laurens,Romance;Romance;Historical Romance;Historical;Historical;Regency;Historical Romance;Regency Romance;Historical;Historical Fiction,January 1st 2002,304,Harlequin Books,English
Crystal Cove,Lisa Kleypas,Romance;Romance;Contemporary Romance;Contemporary;Fantasy;Paranormal;Romance;Paranormal Romance;Fantasy,February 5th 2013,320,Piatkus Books,English
Friends Without Benefits,Penny Reid,Romance;Romance;Contemporary Romance;Contemporary;Humor;Funny;Womens Fiction;Chick Lit,September 29th 2013,424,Caped Publishing,
Thornyhold,Mary  Stewart,Fiction;Mystery;Romance;Gothic;Fantasy;Historical;Historical Fiction,,207,William Morrow,English
Bound by Your Touch,Meredith Duran,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Victorian,June 30th 2009,346,Pocket Books,English
A Lady's Lesson in Scandal,Meredith Duran,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Fiction,June 28th 2011,385,Pocket Star,English
A Job From Hell,Jayde Scott,Paranormal;Vampires;Fantasy;Paranormal;Young Adult;Romance;Fantasy,May 1st 2011,371,,English
Touching Smoke,Airicka Phoenix,Fantasy;Paranormal;Fantasy;Young Adult;Romance;Romance;Paranormal Romance;Fantasy;Supernatural,July 31st 2012,320,Fire & Ash Publishing,
The Iron Duke,Meljean Brook,Science Fiction;Steampunk;Romance;Fantasy;Romance;Paranormal Romance;Horror;Zombies;Fantasy;Paranormal;Science Fiction,October 5th 2010,384,Berkley,English
All or Nothing,Dee Tenorio,Romance;Contemporary Romance;Romance;Contemporary;Adult Fiction;Erotica,,165,,
The Year of My Indian Prince,Ella Thorp Ellis,Historical;Historical Fiction;Romance;Young Adult;Historical,July 9th 2002,224,Laurel Leaf,English
Promise Me Light,Paige Weaver,Romance;New Adult;Science Fiction;Dystopia;Romance;Contemporary Romance,September 24th 2013,375,Paige Weaver,
Haunting Grace,Elizabeth   Marshall,Fantasy;Paranormal;Romance;Fantasy;Paranormal;Ghosts,September 27th 2011,33,Createspace,English
Her Reluctant Groom,Rose Gordon,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency,October 13th 2011,201,Night Shift Publishing,
Ice,penny88,,,None,,None
Neophyte,T.D. McMichael,Young Adult,March 28th 2012,386,Magnus Corner Books,
The Beginning of Dying,Stephanie Zia,Womens Fiction;Chick Lit;Romance;Fiction;Contemporary,June 6th 2012,246,CreateSpace,English
Wicked Allure,Leslie C. Ferdinand,Adult Fiction;Erotica;Romance;Contemporary;Romance;Contemporary Romance;Romance;Erotic Romance,March 20th 2012,280,CreateSpace,
The Marker,Meggan Connors,Romance;Historical Romance;Historical;Romance;Historical;Historical Fiction,December 14th 2011,287,Soul Mate Publishing,None
To Seduce a Sinner,Elizabeth Hoyt,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction,November 1st 2008,359,Forever,English
Laura Meets Jeffrey: Both Sides of an Erotic Memoir,Jeffrey Michelson;Laura  Bradley,Erotica;Bdsm;Adult Fiction;Erotica;Erotica;Menage;Romance;Contemporary;Nonfiction,June 7th 2012,338,New Blue Books,
Charming,Susie Kaye Lopez,Romance;Young Adult;Fantasy,,None,,None
Geschichte machen,Stephen Fry;Ulrich Blumenbach,Fiction;Science Fiction;Science Fiction;Alternate History;Humor;Historical;Historical Fiction;Science Fiction;Time Travel,,460,Rowohlt Taschenbuch Verlag,German
Stretch,Brian Black,,November 16th 2010,224,Createspace,None
Mars on the Rise,Rae Gee,Science Fiction;Steampunk;Romance;M M Romance;Science Fiction;Fantasy;Fiction,April 25th 2012,295,Torquere Press,
Eternal Vows,Chrissy Peebles,Fantasy;Romance;Fantasy;Paranormal;Young Adult;Science Fiction;Time Travel;Fantasy;Magic,March 5th 2012,280,Dark Shadows Publishing,
A Bed of Spices,Barbara Samuel,Romance;Historical Romance;Romance;Historical;Historical;Medieval;Historical;Historical Fiction,August 19th 2010,352,Smashwords Edition,;
Plead Forgiveness (Loyalty; #1),Aury Dobsyn,Romance;Historical Romance;Historical;Cultural;Scotland;Romance;Historical;Medieval,August 13th 2012,370,,None
Remembrance,Michelle Madow,Young Adult;Romance;Fantasy;Science Fiction;Time Travel;Fantasy;Paranormal,July 25th 2011,324,Dreamscape Publishing,
a small lie,Teana Rowland,,April 6th 2012,230,Neepradaka Press,None
Fruits Basket; Vol. 1,Natsuki Takaya;Alethea Nibley;Athena Nibley,Sequential Art;Manga;Fantasy;Sequential Art;Graphic Novels;Romance;Young Adult;Sequential Art;Comics,February 10th 2004,216,TokyoPop Inc,English
The Lure of the Moon,Melinda Clark;Nicole Gulla,Fantasy;Romance;Young Adult;Fiction;Mystery,August 23rd 2012,469,,;
Forever Yours,Nicole Salmond,Romance;Young Adult;Contemporary,October 2012,192,,None
Give Us Forever (Harlequin Superromance No. 19),Constance F. Peale,,May 1982,304,Harlequin,English
Mad Love,Suzanne Selfors,Young Adult;Romance;Fantasy;Fantasy;Mythology;Contemporary,January 4th 2011,326,Walker & Company,English
The Crown of Embers,Rae Carson,Fantasy;Young Adult;Romance;Fantasy;Magic;Young Adult;Young Adult Fantasy,September 18th 2012,410,Greenwillow Books,English
Ocean's Kiss,J.T. Cheyanne,Romance,September 18th 2012,82,Decadent Publishing,None
The Map of Love,Ahdaf Soueif;أهداف سويف,Fiction;Historical;Historical Fiction;Northern Africa;Egypt;Novels,September 12th 2000,529,Anchor Books,English
Life Eternal,Yvonne Woon,Young Adult;Fantasy;Paranormal;Fantasy;Romance;Fantasy;Supernatural,January 24th 2012,392,Disney-Hyperion,English
Nick of Time,Komal Mehta,Romance,May 2012,248,Penguin Books India,None
To Stand Beside Her,B. Kristin McMichael,Fantasy;Romance;Young Adult,January 24th 2013,348,Createspace,None
To Trust a Thief,Michelle McLean,Romance;Historical Romance;Historical;Romance;Historical;Historical Fiction,January 21st 2013,267,Entangled Publishing; LLC (Scandalous),None
Black Girl Lost,Donald Goines,Fiction;Cultural;African American;Urban,November 1st 2006,208,Holloway House,English
Reverb,J. Cafesin,Romance;Contemporary;Fiction;Thriller;Mystery Thriller;Dark;Adult,January 19th 2013,326,Entropy Press,None
Stony Creek Cowboy,Taylor Berke,Romance;Adult Fiction;Erotica;Contemporary;Did Not Finish;Westerns;Romance;Western Romance;Romance;Erotic Romance,January 3rd 2013,217,Siren Publishing,
30 Days,K. Larsen,Sociology;Abuse;Romance;Dark,,228,Writer's Edge Publishing,
eloves me eloves me not,L.A. Johannesson,Romance;Womens Fiction;Chick Lit;Romance;Contemporary Romance,November 9th 2012,418,CreateSpace,None
Finding Redemption,Jasmine Abbey,,January 30th 2013,174,,None
Angelface (Angelface; #1),Valentine;,,November 27th 2012,363,,None
Difference of Hearts,Aileene Pollard;Joe Pollard,,January 3rd 2013,198,Createspace,None
Rising of a Dead Moon,Paul Haston,Historical;Historical Fiction;Fiction;Cultural;India;Cultural;Africa;War,October 9th 2012,238,Magic Ink Press,
Swept,Becca Lee Nyx,New Adult;Adult Fiction;Erotica;Business;Amazon;Academic;College,March 11th 2013,176,Becca Lee Nyx,
Reality Boulevard,Melissa Jo Peltier,Fiction;Own,February 11th 2013,329,Apostrophe Books,None
Her Fake Romance,Donna Fasano,Romance;Romance;Contemporary Romance,August 8th 2012,176,Hard Knocks Books,None
Dysfunctional Romance!,Derick Hudson,Romance;Humor;Contemporary;Fiction,January 5th 2012,253,Amazon Digital Services,None
In a Heartbeat,Teodora Kostova,New Adult;Romance;Contemporary;Young Adult;Romance;Contemporary Romance,March 31st 2013,None,,None
1 Plan para Amarte,Irene de Westminster,Historical;Historical;Regency,March 1st 2013,218,,
Hell; Fire & Freedom,Shannon Callahan,Sociology;Abuse;Romance;Contemporary Romance;Romance;Contemporary;Suspense,May 9th 2013,193,,
Wild Ride,Rebecca M. Avery,Romance,April 13th 2013,364,Amazon Digital Services; Inc.,
Selling Scarlett,Ella James,Romance;New Adult;Adult Fiction;Erotica;Contemporary;Romance;Contemporary Romance,April 13th 2013,269,Barkley's Books,
And We Will Be Formless And Sacred As The Ocean,Lee Vidor,,,None,,None
Ricasoli Soldier: A Novel Inspired by True Events,Joe Scicluna,Romance;Cultural;Italy;Literature;19th Century;Historical;Historical Fiction,,None,FARAXA Publishing (USA),
Silver Linings,Kate  James,Romance,,247,General Store Pub. House,None
CRAZY LOVE - verrückt verliebt,Eileen Janket,,August 7th 2012,225,JPubs Berlin,
Dreams of Love: A Book of Poems and Short Stories,Carla Golian,,April 13th 2013,120,Createspace Independent Publishing Platform,None
Absolutely Unforgivable,Tracy Tegan,Romance;Contemporary Romance;Romance;New Adult;Business;Amazon,May 10th 2013,338,Tracy Tegan,
The Sorrow's Garden,Anthony Carinhas,Historical;Historical Fiction;Fiction;Young Adult,April 1st 2012,106,Autonomous Publications,None
Spiritus Mundi - The Romance,Robert   Sheppard,Literature;Banned Books,April 2013,None,Amazon/Smashwords,
Stranded,J.C. Valentine,Adult Fiction;Erotica;Romance;Romance;Contemporary Romance;Contemporary,November 2nd 2012,98,J.C. Valentine,
She's So Dead to Us,Kieran Scott,Young Adult;Romance;Contemporary;Womens Fiction;Chick Lit;Young Adult;High School,May 25th 2010,278,Simon  Schuster Books for Young Readers,English
On Time,Teisha Mott,,,None,,
When the Heart Falls,Alex Lux,Romance;Contemporary;Romance;Contemporary Romance,July 2nd 2013,336,Daring Books,
The Wide Game,Michael  West,Horror;Mystery;Suspense;Fantasy;Paranormal;Fantasy,June 23rd 2003,269,,English
Shadows in the Silence,Courtney Allison Moulton,Paranormal;Angels;Young Adult;Fantasy;Fantasy;Paranormal;Romance,January 29th 2013,469,Katherine Tegen Books,English
Einstein: His Life and Universe,Walter Isaacson,Biography;Nonfiction;Science;History,April 10th 2007,551,Simon & Schuster,English
Glass Hearts,Lisa De Jong,New Adult;Romance;Romance;Contemporary Romance;Contemporary;Academic;College,June 25th 2013,187,Lisa De Jong,
An Accidental Affair,Holly Blackstone,Adult Fiction;Erotica;Romance;Romance;Contemporary Romance,March 28th 2013,None,Linlithglow Press,
Undescribable,Shantel Tessier,Romance;New Adult;Romance;Contemporary Romance;Contemporary;Adult Fiction;Erotica,July 21st 2013,384,Shantel Tessier,
Butterfly (part 1),Violet Gregory,Drama,September 1st 2013,72,Grayson Magic Publishing Ltd,None
The Sheikh's Impatient Virgin,Kim Lawrence,Romance;Category Romance;Harlequin;Harlequin;Harlequin Presents;Fiction,March 2010,192,Harlequin Books,English
Nightmarish Sacrifice,Simona Panova,Suspense;Mystery,August 19th 2013,504,Createspace,None
Love Letters,Katie Fforde,Womens Fiction;Chick Lit;Romance;Fiction;Contemporary;Romance;Contemporary Romance,June 4th 2009,400,Century,English
Lennon's Rain,Chris  Myers,New Adult;Romance,September 30th 2013,304,Books on the Edge,
The Valentine/Petrilo Series,Reyna Hawk,Romance;Romantic Suspense,May 24th 2013,680,Hawklyn Publishing,None
Jezebel,Koko Brown,Romance;Historical Romance;Romance;Historical;Romance;Interracial Romance;Sports and Games;Sports;Warfare;Fighters,April 2nd 2013,315,,None
Sweet Memories,Steena Holmes,Romance;Novella;Romance;Contemporary Romance;Fiction,August 20th 2013,None,Steena Holmes,
The Lost Memoirs of Jane Austen,Syrie James,Historical;Historical Fiction;Fiction;Romance;Historical;Womens Fiction;Chick Lit;Historical;Regency;Adult Fiction;European Literature;British Literature;Classics;Writing;Books About Books,November 6th 2007,303,William Morrow Paperbacks,English
EXcapades,Debra  Kay,Romance;Adult Fiction;Erotica,May 15th 2013,202,Debra Kay,None
Chance,A.C. Heller,,November 16th 2013,164,A.C. Heller,
Shh...Mine,Shannon Dianne,Romance;Romance;Interracial Romance,October 15th 2013,224,Amazon Direct Publishing,
Unexpected Gifts,S.R. Mallery,Historical;Historical Fiction;Historical;Adult,April 16th 2013,382,Mockingbird Lane Press,None
The Friend Zone: Chloe and Skye,Tabetha Thompson,New Adult;Contemporary,December 18th 2013,None,CreateSpace Independent Publishing Platform,
Ruby in the Dust,Julie Farrell,Romance;Womens Fiction;Chick Lit;Contemporary,October 8th 2013,344,D Z Publishing,None
Running,H. Carlin,,October 20th 2013,107,Smashwords,None
The Secret and the Flame,J. Hopfinger,Romance,October 18th 2013,308,,None
Whispers Among The Jasmine,W.M. Laissue,,November 11th 2013,303,Smashwords Edition,None
Allure,Nina Lane,Romance;Romance;Contemporary Romance;Contemporary;Adult Fiction;Erotica;Adult,May 14th 2013,392,Snow Queen Publishing,
Agent with a History,Guy S. Stanton III,Mystery;Christian Fiction;Romance;Romance;Romantic Suspense;Christian,October 20th 2013,None,Words of Action,
Emerald Eyes,N. Michaels,Romance;Contemporary Romance;Romance;Contemporary;Adult Fiction;Erotica,November 1st 2013,299,Amazon Digital Services,
Passion from the Vine,Shannon Casey,Romance,October 29th 2013,188,Authorhouse,None
Love Reborn,Tamara Zeegers,Novels,May 26th 2013,392,smashwords,
The Lost Books of Wizardry,Marble Green,,October 21st 2013,142,CreateSpace Independent Publishing Platform,None
Blue Love,M.J. Fields,New Adult;Romance;Sports and Games;Sports;Young Adult,November 4th 2013,444,,
A Twist of Fate,T. Gephart,Romance;Adult Fiction;Erotica;Romance;Contemporary Romance;Contemporary,August 26th 2013,220,T Gephart,
Back to You,Priscilla Glenn,Romance;New Adult;Contemporary;Romance;Contemporary Romance,October 20th 2012,328,CreateSpace Independent Publishing Platform,None
Weathering Jack Storm,Lisa Gillis,Romance;Romance;Contemporary Romance;Music;Contemporary;Music;Musicians,August 29th 2013,318,Rock Star Reads,
Operation Paperclip: The Secret Intelligence Program that Brought Nazi Scientists to America,Annie  Jacobsen,History;Nonfiction;Science;War;World War II;War,February 11th 2014,575,Little; Brown and Company,English
His Brother's Wife,Val Wood,,January 1st 2014,352,Transworld Publishers,None
